filename,Sensor,Date,Time_UTC,Min_Lon,Min_Lat,Max_Lon,Max_Lat,CRS,Width_px,Height_px,File_Size_KB,Plume_Area_km2,Plume_Intensity_ppm_m,Emission_Rate_kg_hr,methane_detected
ang20161008t210604-A_l3a-ch4-mf-v1_concentrations_2016-10-08.tif,ang,20161008,210604,313676.9684850001,3925867.95824463,313754.9684850001,3925911.95824463,EPSG:32611,39,22,3.81,,,,1
ang20161008t210604-A_l3a-vis-ch4-mf-v002_plume_2016-10-08.tif,ang,20161008,210604,313616.9684850001,3925791.95824463,313816.9684850001,3925993.95824463,EPSG:32611,100,101,47.66,,,,1
ang20161008t210604-D_l3a-ch4-mf-v1_concentrations_2016-10-08.tif,ang,20161008,210604,313958.9684850001,3925229.95824463,314254.9684850001,3925599.95824463,EPSG:32611,148,185,107.5,,,,1
ang20161008t210604-D_l3a-vis-ch4-mf-v002_plume_2016-10-08.tif,ang,20161008,210604,313964.9684850001,3925315.95824463,314196.9684850001,3925547.95824463,EPSG:32611,116,116,53.35,,,,1
ang20161008t210604-E_l3a-ch4-mf-v1_concentrations_2016-10-08.tif,ang,20161008,210604,313538.9684850001,3925571.95824463,313642.9684850001,3925681.95824463,EPSG:32611,52,55,11.64,,,,1
ang20161008t210604-E_l3a-vis-ch4-mf-v002_plume_2016-10-08.tif,ang,20161008,210604,313482.9684850001,3925525.95824463,313682.9684850001,3925725.95824463,EPSG:32611,100,100,39.84,,,,1
ang20161008t212326-A_l3a-ch4-mf-v1_concentrations_2016-10-08.tif,ang,20161008,212326,313684.12590799987,3925846.233648383,313713.12590799987,3925911.233648383,EPSG:32611,29,65,7.83,,,,1
ang20161008t212326-A_l3a-vis-ch4-mf-v002_plume_2016-10-08.tif,ang,20161008,212326,313647.12590799987,3925834.233648383,313747.12590799987,3925935.233648383,EPSG:32611,100,101,47.66,,,,1
ang20161008t212326-C_l3a-ch4-mf-v1_concentrations_2016-10-08.tif,ang,20161008,212326,313575.12590799987,3925468.233648383,313889.12590799987,3925635.233648383,EPSG:32611,314,167,205.46,,,,1
ang20161008t212326-C_l3a-vis-ch4-mf-v002_plume_2016-10-08.tif,ang,20161008,212326,313581.12590799987,3925450.233648383,313794.12590799987,3925663.233648383,EPSG:32611,213,213,180.61,,,,1
ang20161008t212326-F_l3a-ch4-mf-v1_concentrations_2016-10-08.tif,ang,20161008,212326,313850.12590799987,3925325.233648383,314058.12590799987,3925670.233648383,EPSG:32611,208,345,281.0,,,,1
ang20161008t212326-F_l3a-vis-ch4-mf-v002_plume_2016-10-08.tif,ang,20161008,212326,313822.12590799987,3925367.233648383,314107.12590799987,3925652.233648383,EPSG:32611,285,285,320.5,,,,1
ang20161025t192916-B_l3a-ch4-mf-v1_concentrations_2016-10-25.tif,ang,20161025,192916,314855.64488000004,3927084.2472586324,315035.64488000004,3927258.2472586324,EPSG:32611,60,58,14.06,,,,1
ang20161025t192916-B_l3a-vis-ch4-mf-v002_plume_2016-10-25.tif,ang,20161025,192916,314792.64488000004,3927027.2472586324,315092.64488000004,3927330.2472586324,EPSG:32611,100,101,47.66,,,,1
ang20161025t193700-A_l3a-vis-ch4-mf-v3_plume_2016-10-25.tif,ang,20161025,193700,313808.58576099994,3925469.0514501915,314111.58576099994,3925769.0514501915,EPSG:32611,101,100,3.84,,,,1
ang20161025t193700-E_l3a-ch4-mf-v1_concentrations_2016-10-25.tif,ang,20161025,193700,313526.58576099994,3925640.0514501915,313640.58576099994,3925700.0514501915,EPSG:32611,38,20,3.43,,,,1
ang20161025t193700-E_l3a-vis-ch4-mf-v002_plume_2016-10-25.tif,ang,20161025,193700,313430.58576099994,3925520.0514501915,313733.58576099994,3925820.0514501915,EPSG:32611,101,100,40.23,,,,1
ang20161025t193700-F_l3a-ch4-mf-v1_concentrations_2016-10-25.tif,ang,20161025,193700,313655.58576099994,3925856.0514501915,313868.58576099994,3926078.0514501915,EPSG:32611,71,74,21.0,,,,1
ang20161025t193700-F_l3a-vis-ch4-mf-v002_plume_2016-10-25.tif,ang,20161025,193700,313619.58576099994,3925823.0514501915,313919.58576099994,3926126.0514501915,EPSG:32611,100,101,40.24,,,,1
ang20170902t191312-B_l3a-ch4-mf-v1_concentrations_2017-09-02.tif,ang,20170902,191312,315188.29052399995,3927020.2017006245,315225.4905239999,3927057.4017006247,EPSG:32611,12,12,1.03,,,,1
ang20170902t191312-B_l3a-vis-ch4-mf-v002_plume_2017-09-02.tif,ang,20170902,191312,314841.0905240017,3926905.501700623,315157.2905239993,3927221.7017006325,EPSG:32611,102,102,48.6,,,,1
ang20170902t210014-C_l3a-ime-ch4-mf-v1_ime-cmf-concentrations_2017-09-02.tif,ang,20170902,210014,808991.3421230001,3908983.045560911,809391.2421230001,3909382.9455609107,EPSG:32610,129,129,68.84,,,,1
ang20170902t210014-C_l3a-vis-ch4-mf-v002_plume_2017-09-02.tif,ang,20170902,210014,809040.9421230017,3909007.845560909,809354.0421229993,3909320.945560918,EPSG:32610,101,101,48.13,,,,1
ang20180922t212002-B_l3a-vis-ch4-mf-v002_plume_2018-09-22.tif,ang,20180922,212002,277944.97727299994,3894671.1338773053,278244.97727299994,3894974.1338773053,EPSG:32611,100,101,47.66,,,,1
ang20200709t214232-B_l3a-ch4-mf-v1_concentrations_2020-07-09.tif,ang,20200709,214232,314814.331067,3926957.8490423504,315008.631067,3927131.8490423504,EPSG:32611,67,60,16.17,,,,1
ang20200709t214232-B_l3a-vis-ch4-mf-v002_plume_2020-07-09.tif,ang,20200709,214232,314767.9310669981,3926905.6490423526,315063.7310670005,3927198.549042343,EPSG:32611,102,101,48.6,,,,1
ang20200714t185842-B_l3a-ch4-mf-v1_concentrations_2020-07-14.tif,ang,20200714,185842,278059.159567,3894751.9756543953,278195.55956699996,3894913.1756543955,EPSG:32611,44,52,9.41,,,,1
ang20200714t185842-B_l3a-vis-ch4-mf-v002_plume_2020-07-14.tif,ang,20200714,185842,277972.3595670015,3894665.175654393,278288.55956699915,3894978.2756544026,EPSG:32611,102,101,48.6,,,,1
ang20200714t205802-A_l3a-ch4-mf-v1_concentrations_2020-07-14.tif,ang,20200714,205802,314811.14102899993,3926953.728299835,315009.54102899996,3927161.728299835,EPSG:32611,62,65,16.21,,,,1
ang20200714t205802-A_l3a-vis-ch4-mf-v002_plume_2020-07-14.tif,ang,20200714,205802,314750.3410289991,3926889.7282998296,315073.54102900025,3927212.9282998485,EPSG:32611,101,101,48.13,,,,1
ang20200722t205946-A_l3a-ime-ch4-mf-v1_ime-cmf-concentrations_2020-07-22.tif,ang,20200722,205946,277365.4897660001,3895128.2234010175,277597.9897660001,3895360.7234010175,EPSG:32611,75,75,22.71,,,,1
ang20200722t205946-A_l3a-vis-ch4-mf-v002_plume_2020-07-22.tif,ang,20200722,205946,277306.58976600156,3895115.8234010143,277622.7897659992,3895432.023401024,EPSG:32611,102,102,48.6,,,,1
ang20200723t201724-A_l3a-ime-ch4-mf-v1_ime-cmf-concentrations_2020-07-23.tif,ang,20200723,201724,277871.66992799996,3894579.180556174,278444.66992799996,3895152.180556174,EPSG:32611,191,191,150.16,,,,1
ang20200723t201724-A_l3a-vis-ch4-mf-v002_plume_2020-07-23.tif,ang,20200723,201724,277916.66992799996,3894753.180556174,278216.66992799996,3895056.180556174,EPSG:32611,100,101,47.66,,,,1
ang20200828t214929-B_l3a-ch4-mf-v1_concentrations_2020-08-28.tif,ang,20200828,214929,314799.59844100004,3926938.595111617,315049.198441,3927191.3951116167,EPSG:32611,78,79,24.56,,,,1
ang20200828t214929-B_l3a-vis-ch4-mf-v002_plume_2020-08-28.tif,ang,20200828,214929,314751.59844099905,3926893.7951116115,315074.7984410002,3927220.1951116305,EPSG:32611,101,102,48.13,,,,1
ang20220520t181509-B_l3a-ch4-mf-v1_concentrations_2022-05-20.tif,ang,20220520,181509,313528.85082000005,3925651.507457354,313593.25082,3925769.1074573537,EPSG:32611,23,42,4.24,,,,1
ang20220520t181509-B_l3a-vis-ch4-mf-v002_plume_2022-05-20.tif,ang,20220520,181509,313416.85082000075,3925575.907457359,313699.6508199996,3925855.9074573405,EPSG:32611,101,100,40.23,,,,1
ang20220520t185319-B_l3a-ch4-mf-v1_concentrations_2022-05-20.tif,ang,20220520,185319,809084.9827769999,3908915.012954471,809367.782777,3909301.412954471,EPSG:32610,101,138,54.95,,,,1
ang20220520t185319-B_l3a-vis-ch4-mf-v002_plume_2022-05-20.tif,ang,20220520,185319,809023.3827769943,3908901.0129544726,809437.7827770011,3909315.412954445,EPSG:32610,148,148,86.38,,,,1
ang20220523t191435-B_l3a-ch4-mf-v1_concentrations_2022-05-23.tif,ang,20220523,191435,263356.7422480001,3906445.3240673235,263869.7422480001,3907117.6240673237,EPSG:32611,190,249,185.41,,,,1
ang20220523t191435-B_l3a-vis-ch4-mf-v002_plume_2022-05-23.tif,ang,20220523,191435,263227.14224799804,3906491.2240673215,263845.4422480007,3907112.2240673644,EPSG:32611,229,230,208.45,,,,1
ang20220523t191435-C_l3a-ch4-mf-v1_concentrations_2022-05-23.tif,ang,20220523,191435,263356.7422480001,3906445.3240673235,263869.7422480001,3907117.6240673237,EPSG:32611,190,249,185.41,,,,1
ang20220523t191435-C_l3a-vis-ch4-mf-v002_plume_2022-05-23.tif,ang,20220523,191435,263227.14224799804,3906491.2240673215,263845.4422480007,3907112.2240673644,EPSG:32611,229,230,208.45,,,,1
ang20220523t192554-E_l3a-ch4-mf-v1_concentrations_2022-05-23.tif,ang,20220523,192554,263366.31856700004,3906826.1316356235,263649.81856700004,3907082.631635624,EPSG:32611,105,95,39.46,,,,1
ang20220523t192554-E_l3a-vis-ch4-mf-v002_plume_2022-05-23.tif,ang,20220523,192554,263347.418566999,3906858.53163562,263620.1185670002,3907133.931635639,EPSG:32611,101,102,41.03,,,,1
ang20220523t193759-C_l3a-ch4-mf-v1_concentrations_2022-05-23.tif,ang,20220523,193759,263378.201697,3906417.0690392666,263739.401697,3907089.0690392666,EPSG:32611,129,240,121.49,,,,1
ang20220523t193759-C_l3a-vis-ch4-mf-v002_plume_2022-05-23.tif,ang,20220523,193759,263319.40169700107,3906758.669039268,263649.8016969997,3907091.869039246,EPSG:32611,118,119,55.64,,,,1
av320250109t203204-E_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-01-09.tif,av3,20250109,203204,255918.73319270794,3912160.6821129117,256112.23319270794,3912354.1821129117,EPSG:32611,45,45,8.62,,,,1
av320250109t203204-E_l3a-vis-ch4-mfa-v3_plume_2025-01-09.tif,av3,20250109,203204,255738.13319270877,3912087.5821129135,256172.4331927076,3912526.1821128945,EPSG:32611,101,102,6.95,,,,1
av320250109t210610-F_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-01-09.tif,av3,20250109,210610,273569.48501510796,3889772.685718946,273766.885015108,3889970.085718946,EPSG:32611,47,47,9.35,,,,1
av320250109t210610-F_l3a-vis-ch4-mfa-v3_plume_2025-01-09.tif,av3,20250109,210610,273388.8850151071,3889734.8857189403,273817.2850151083,3890163.2857189593,EPSG:32611,102,102,4.66,,,,1
av320250109t211902-B_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-01-09.tif,av3,20250109,211902,277364.0752905814,3895147.161239232,277566.17529058136,3895349.261239232,EPSG:32611,47,47,9.35,,,,1
av320250109t211902-B_l3a-vis-ch4-mfa-v3_plume_2025-01-09.tif,av3,20250109,211902,277217.8752905822,3895043.9612392397,277647.875290581,3895473.961239221,EPSG:32611,100,100,3.34,,,,1
av320250110t202136-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-01-10.tif,av3,20250110,202136,277365.8249964482,3895109.9841084247,277511.5249964482,3895255.684108425,EPSG:32611,31,31,4.46,,,,1
av320250110t202136-A_l3a-vis-ch4-mfa-v3_plume_2025-01-10.tif,av3,20250110,202136,277126.12499644735,3894931.3841084186,277600.82499644853,3895406.0841084374,EPSG:32611,101,101,4.5,,,,1
av320250110t203054-C_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-01-10.tif,av3,20250110,203054,273591.42604046315,3889791.2986824242,273752.42604046315,3889952.2986824242,EPSG:32611,35,35,5.49,,,,1
av320250110t203054-C_l3a-vis-ch4-mfa-v3_plume_2025-01-10.tif,av3,20250110,203054,273416.62604046456,3889657.8986824206,273881.2260404622,3890122.49868243,EPSG:32611,101,101,3.62,,,,1
av320250915t182950-D_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-09-15.tif,av3,20250915,182950,824338.6595747733,3889756.099781389,824416.9595747733,3889834.3997813887,EPSG:32610,27,27,3.55,,,,1
av320250915t182950-D_l3a-vis-ch4-mfa-v3_plume_2025-09-15.tif,av3,20250915,182950,824196.5595747717,3889674.8997813924,824489.459574774,3889967.799781383,EPSG:32610,101,101,3.72,,,,1
av320250915t182950-E_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-09-15.tif,av3,20250915,182950,824263.2595747733,3889715.4997813883,824358.9595747732,3889811.1997813885,EPSG:32610,33,33,4.96,,,,1
av320250915t182950-E_l3a-vis-ch4-mfa-v3_plume_2025-09-15.tif,av3,20250915,182950,824147.2595747714,3889645.899781391,824440.1595747737,3889941.6997813815,EPSG:32610,101,102,4.82,,,,1
av320250915t182950-G_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-09-15.tif,av3,20250915,182950,820356.9595747732,3892635.7997813886,820504.8595747732,3892783.6997813885,EPSG:32610,51,51,10.88,,,,1
av320250915t182950-G_l3a-vis-ch4-mfa-v3_plume_2025-09-15.tif,av3,20250915,182950,820252.5595747717,3892574.8997813915,820545.459574774,3892867.799781382,EPSG:32610,101,101,4.76,,,,1
av320250915t184131-B_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-09-15.tif,av3,20250915,184131,832927.900469322,3884164.5558639127,833044.900469322,3884281.5558639127,EPSG:32610,39,39,6.65,,,,1
av320250915t184131-B_l3a-vis-ch4-mfa-v3_plume_2025-09-15.tif,av3,20250915,184131,832822.900469322,3884056.5558639127,833125.900469322,3884359.5558639127,EPSG:32610,101,101,4.43,,,,1
av320250915t184131-C_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-09-15.tif,av3,20250915,184131,820333.900469322,3892615.5558639127,820522.900469322,3892804.5558639127,EPSG:32610,63,63,16.23,,,,1
av320250915t184131-C_l3a-vis-ch4-mfa-v3_plume_2025-09-15.tif,av3,20250915,184131,820246.900469322,3892552.5558639127,820549.900469322,3892855.5558639127,EPSG:32610,101,101,5.51,,,,1
av320250915t185259-D_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-09-15.tif,av3,20250915,185259,808962.7364428821,3909012.9453800996,809367.7364428821,3909417.9453800996,EPSG:32610,135,135,72.0,,,,1
av320250915t185259-D_l3a-vis-ch4-mfa-v3_plume_2025-09-15.tif,av3,20250915,185259,809016.7364428821,3909039.9453800996,809328.7364428821,3909354.9453800996,EPSG:32610,104,105,10.02,,,,1
av320250915t185259-E_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-09-15.tif,av3,20250915,185259,808992.7364428821,3909000.9453800996,809397.7364428821,3909405.9453800996,EPSG:32610,135,135,72.0,,,,1
av320250915t185259-E_l3a-vis-ch4-mfa-v3_plume_2025-09-15.tif,av3,20250915,185259,809016.7364428821,3909039.9453800996,809328.7364428821,3909354.9453800996,EPSG:32610,104,105,10.01,,,,1
av320250915t185259-F_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-09-15.tif,av3,20250915,185259,809049.7364428821,3908979.9453800996,809412.7364428821,3909342.9453800996,EPSG:32610,121,121,61.3,,,,1
av320250915t185259-F_l3a-vis-ch4-mfa-v3_plume_2025-09-15.tif,av3,20250915,185259,809016.7364428821,3909039.9453800996,809328.7364428821,3909354.9453800996,EPSG:32610,104,105,10.0,,,,1
av320250915t185259-K_l3a-ime-co2-mfal-v3_ime-cmf-concentrations_2025-09-15.tif,av3,20250915,185259,810762.7364428821,3905937.9453800996,811167.7364428821,3906342.9453800996,EPSG:32610,135,135,72.0,,,,1
av320250915t185259-K_l3a-vis-co2-mfa-v3_plume_2025-09-15.tif,av3,20250915,185259,810834.7364428821,3905940.9453800996,811137.7364428821,3906243.9453800996,EPSG:32610,101,101,5.41,,,,1
av320250915t185259-L_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-09-15.tif,av3,20250915,185259,801351.7364428821,3913896.9453800996,801552.7364428821,3914097.9453800996,EPSG:32610,67,67,18.28,,,,1
av320250915t185259-L_l3a-vis-ch4-mfa-v3_plume_2025-09-15.tif,av3,20250915,185259,801270.7364428821,3913842.9453800996,801573.7364428821,3914145.9453800996,EPSG:32610,101,101,4.88,,,,1
av320250915t190342-C_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-09-15.tif,av3,20250915,190342,824467.8232646921,3897936.8466667584,824560.8232646921,3898029.8466667584,EPSG:32610,31,31,4.46,,,,1
av320250915t190342-C_l3a-vis-ch4-mfa-v3_plume_2025-09-15.tif,av3,20250915,190342,824350.8232646921,3897825.8466667584,824650.8232646921,3898128.8466667584,EPSG:32610,100,101,3.04,,,,1
av320250915t190342-H_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-09-15.tif,av3,20250915,190342,823837.8232646921,3898224.8466667584,823996.8232646921,3898383.8466667584,EPSG:32610,53,53,11.7,,,,1
av320250915t190342-H_l3a-vis-ch4-mfa-v3_plume_2025-09-15.tif,av3,20250915,190342,823762.8232646921,3898185.8466667584,824065.8232646921,3898488.8466667584,EPSG:32610,101,101,3.68,,,,1
av320250915t210348-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-09-15.tif,av3,20250915,210348,794478.9339246217,3949815.360721515,794686.6339246216,3950023.060721515,EPSG:32610,67,67,24.3,,,,1
av320250915t210348-A_l3a-vis-ch4-mfa-v3_plume_2025-09-15.tif,av3,20250915,210348,794401.4339246233,3949722.3607215127,794714.533924621,3950038.560721522,EPSG:32610,101,102,4.15,,,,1
av320250915t210348-B_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-09-15.tif,av3,20250915,210348,791251.8339246217,3953355.560721515,791471.9339246217,3953575.6607215153,EPSG:32610,71,71,20.43,,,,1
av320250915t210348-B_l3a-vis-ch4-mfa-v3_plume_2025-09-15.tif,av3,20250915,210348,791177.4339246235,3953293.5607215133,791490.5339246212,3953606.6607215228,EPSG:32610,101,101,6.56,,,,1
av320250915t214138-B_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-09-15.tif,av3,20250915,214138,313390.25097128825,3925488.5790352197,313728.15097128827,3925826.4790352196,EPSG:32611,109,109,54.44,,,,1
av320250915t214138-B_l3a-vis-ch4-mfa-v3_plume_2025-09-15.tif,av3,20250915,214138,313452.25097129,3925460.679035217,313765.35097128764,3925773.7790352264,EPSG:32611,101,101,5.87,,,,1
av320250915t214138-C_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-09-15.tif,av3,20250915,214138,314896.8509712882,3927047.8790352196,315067.3509712882,3927218.3790352196,EPSG:32611,55,55,12.54,,,,1
av320250915t214138-C_l3a-vis-ch4-mfa-v3_plume_2025-09-15.tif,av3,20250915,214138,314806.9509712899,3926942.4790352173,315120.05097128754,3927258.679035227,EPSG:32611,101,102,4.98,,,,1
av320250915t214138-G_l3a-ime-co2-mfal-v3_ime-cmf-concentrations_2025-09-15.tif,av3,20250915,214138,314819.3509712882,3926480.5790352193,315089.05097128823,3926750.2790352195,EPSG:32611,87,87,30.32,,,,1
av320250915t214138-G_l3a-vis-co2-mfa-v3_plume_2025-09-15.tif,av3,20250915,214138,314806.95097128977,3926446.4790352187,315120.0509712874,3926759.579035228,EPSG:32611,101,101,5.12,,,,1
av320250915t214138-H_l3a-ime-co2-mfal-v3_ime-cmf-concentrations_2025-09-15.tif,av3,20250915,214138,314757.3509712882,3926458.879035219,315213.05097128823,3926914.5790352193,EPSG:32611,147,147,90.43,,,,1
av320250915t214138-H_l3a-vis-co2-mfa-v3_plume_2025-09-15.tif,av3,20250915,214138,314806.95097128977,3926443.3790352186,315120.0509712874,3926759.579035228,EPSG:32611,101,102,5.27,,,,1
emi20230223t191826p12034-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2023-02-23.tif,emi,20230223,191826,382437.89207027573,6511982.64386275,383720.09718561784,6513264.848978093,EPSG:32720,23,23,2.77,,,,1
emi20230223t191826p12034-A_l3a-vis-ch4-mfa-v3_plume_2023-02-23.tif,emi,20230223,191826,379984.97793657903,6510254.454359481,385671.27888287674,6515940.755305737,EPSG:32720,102,102,3.44,,,,1
emi20230928t125007p08058-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2023-09-28.tif,emi,20230928,125007,582101.7867529512,6142015.812674661,583668.316115125,6143582.342036835,EPSG:32721,29,29,3.99,,,,1
emi20230928t125007p08058-A_l3a-vis-ch4-mfa-v3_plume_2023-09-28.tif,emi,20230928,125007,580103.1113598305,6139909.100773797,585558.9550005082,6145364.94441451,EPSG:32721,101,101,5.23,,,,1
emi20240308t132102p09010-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2024-03-08.tif,emi,20240308,132102,382768.07052915846,6512289.0196,383492.54137403314,6513013.490444875,EPSG:32720,13,13,1.37,,,,1
emi20240308t132102p09010-A_l3a-vis-ch4-mfa-v3_plume_2024-03-08.tif,emi,20240308,132102,380260.2868353623,6509279.67916744,385888.86801477196,6514908.260346862,EPSG:32720,101,101,3.77,,,,1
emi20250105t132222p09013-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-01-05.tif,emi,20250105,132222,382567.36471581575,6511846.644008653,383962.1231534477,6513241.402446285,EPSG:32720,25,25,3.15,,,,1
emi20250105t132222p09013-A_l3a-vis-ch4-mfa-v3_plume_2025-01-05.tif,emi,20250105,132222,380335.75121560425,6509112.917470911,386026.3656411433,6514747.741558897,EPSG:32720,102,101,4.06,,,,1
emi20250113t181315p11020-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-01-13.tif,emi,20250113,181315,382125.7704756841,6511534.4586080955,383725.44020298077,6513134.128335392,EPSG:32720,29,29,3.99,,,,1
emi20250113t181315p11020-A_l3a-vis-ch4-mfa-v3_plume_2025-01-13.tif,emi,20250113,181315,379422.8802468032,6509493.500680175,384994.1437798024,6515064.76421315,EPSG:32720,101,101,4.5,,,,1
emi20250115t163712p10034-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-01-15.tif,emi,20250115,163712,581931.4284022214,6142344.4562230315,583494.9910428391,6143908.018863649,EPSG:32721,29,29,3.99,,,,1
emi20250115t163712p10034-A_l3a-vis-ch4-mfa-v3_plume_2025-01-15.tif,emi,20250115,163712,578696.4712147359,6140996.557394909,584195.8984334611,6146495.984613646,EPSG:32721,102,102,5.11,,,,1
emi20250902t141557p09007-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-09-02.tif,emi,20250902,141557,381615.6144714734,6510942.995446441,383680.80953698384,6513008.190511951,EPSG:32720,37,37,6.05,,,,1
emi20250902t141557p09007-A_l3a-vis-ch4-mfa-v3_plume_2025-09-02.tif,emi,20250902,141557,379438.78724026104,6508431.271718107,385132.02769112546,6514124.512169007,EPSG:32720,102,102,4.23,,,,1
GAO20201110t210623p0000-3_l3a-ch4-mf-v1_concentrations_2020-11-10.tif,gao,20201110,210623,263268.0,3906900.0,263556.0,3907233.0,EPSG:32611,64,74,18.98,,,,1
GAO20201110t210623p0000-3_l3a-vis-ch4-mf-v002_plume_2020-11-10.tif,gao,20201110,210623,263218.5,3906832.5,263673.0,3907282.5,EPSG:32611,101,100,40.23,,,,1
GAO20201116t202945p0000-4_l3a-ch4-mf-v1_concentrations_2020-11-16.tif,gao,20201116,202945,263155.5,3906693.0,263565.0,3907125.0,EPSG:32611,91,96,34.62,,,,1
GAO20201116t202945p0000-4_l3a-vis-ch4-mf-v002_plume_2020-11-16.tif,gao,20201116,202945,263169.0,3906684.0,263632.5,3907147.5,EPSG:32611,103,103,42.22,,,,1
GAO20201121t203403p0000-A_l3a-ch4-mf-v1_concentrations_2020-11-21.tif,gao,20201121,203403,263389.5,3906913.5,263542.5,3907062.0,EPSG:32611,34,33,4.85,,,,1
GAO20201121t203403p0000-A_l3a-vis-ch4-mf-v002_plume_2020-11-21.tif,gao,20201121,203403,263263.5,3906670.5,263713.5,3907120.5,EPSG:32611,100,100,39.84,,,,1
GAO20201122t201730p0000-A_l3a-ch4-mf-v1_concentrations_2020-11-22.tif,gao,20201122,201730,263376.0,3906927.0,263578.5,3907116.0,EPSG:32611,45,42,7.85,,,,1
GAO20201122t201730p0000-A_l3a-vis-ch4-mf-v002_plume_2020-11-22.tif,gao,20201122,201730,263250.0,3906792.0,263704.5,3907246.5,EPSG:32611,101,101,48.13,,,,1
GAO20201123t183901p0000-A_l3a-ch4-mf-v1_concentrations_2020-11-23.tif,gao,20201123,183901,248274.0,3952039.5,248431.5,3952269.0,EPSG:32611,35,51,7.44,,,,1
